지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),지면온도(°C)
192,진주,2023-04-29 10:00,18.6,,1.2,250,93,1004.5,0,.35,,10,19.3
192,진주,2023-04-29 11:00,20.2,,1.5,180,87,1003.7,0,1.23,,8,24.1
192,진주,2023-04-29 12:00,20.6,,1.9,180,84,1002.8,0,1.71,,10,25.8
192,진주,2023-04-29 13:00,19.6,0,.6,110,87,1002.4,0,.81,,10,22
192,진주,2023-04-29 14:00,18.5,.6,2,230,91,1002.2,0,.23,,10,20.2
192,진주,2023-04-29 15:00,18.2,,2.7,200,91,1001.5,0,.26,,10,19.7
192,진주,2023-04-29 16:00,17.8,.2,3.4,230,86,1001.5,0,.26,,10,18.9
192,진주,2023-04-29 17:00,16.2,.4,3.5,230,79,1002,0,.13,,10,17.3
192,진주,2023-04-29 18:00,15.6,0,2.2,230,82,1001.3,0,.11,,10,16.7
192,진주,2023-04-29 19:00,14.1,0,.7,200,92,1001.9,0,.07,,10,16.3
192,진주,2023-04-29 20:00,14.3,,.1,0,93,1003.1,0,0,,10,16
192,진주,2023-04-29 21:00,13.9,,2,340,68,1004.1,,,,9,14.5
192,진주,2023-04-29 22:00,10.6,,.2,0,91,1004.5,,,,8,13.1
192,진주,2023-04-29 23:00,9.2,,.4,0,95,1004.9,,,,5,11.8
192,진주,2023-04-30 00:00,8.1,,.4,0,96,1005.2,,,,4,11
192,진주,2023-04-30 01:00,7.9,,.6,70,97,1005.5,,,,7,10.6
192,진주,2023-04-30 02:00,8.3,,1.2,20,96,1006.2,,,,3,9.7
192,진주,2023-04-30 03:00,7.8,,.8,200,89,1006.2,,,,7,9.4
192,진주,2023-04-30 04:00,6.6,,.2,0,93,1006.5,,,,5,8.8
192,진주,2023-04-30 05:00,5.8,,.4,0,95,1006.9,,,,0,8.3
192,진주,2023-04-30 06:00,5.5,,.2,0,96,1007.3,0,.01,,0,7.9
192,진주,2023-04-30 07:00,8.6,,.1,0,95,1008,.9,.38,,0,9.6
192,진주,2023-04-30 08:00,11.7,,.3,0,79,1008.5,1,1.11,,0,13.3
192,진주,2023-04-30 09:00,14.3,,.3,0,63,1008.4,1,1.93,,0,18.9
192,진주,2023-04-30 10:00,16.5,,1.1,230,51,1008.6,1,2.61,,0,24
192,진주,2023-04-30 11:00,18,,1.2,200,48,1008.3,1,3.12,,0,27.8
192,진주,2023-04-30 12:00,19.1,,1.8,250,39,1007.9,1,3.43,,0,30.8
192,진주,2023-04-30 13:00,20.3,,1.8,160,43,1007.3,1,3.53,,0,32.4
192,진주,2023-04-30 14:00,20.7,,2.2,180,39,1006.7,1,3.35,,0,32
192,진주,2023-04-30 15:00,21.3,,2.5,180,38,1006.3,1,2.95,,0,29.8
192,진주,2023-04-30 16:00,22.2,,2.7,230,32,1006,1,2.35,,0,26.1
192,진주,2023-04-30 17:00,21.7,,3.9,250,32,1006.2,.9,1.52,,6,21.7
192,진주,2023-04-30 18:00,21,,3,270,32,1006.4,1,.86,,6,19.2
192,진주,2023-04-30 19:00,19.5,,3.2,270,35,1007.2,.7,.26,,2,16.6
192,진주,2023-04-30 20:00,18.3,,3.2,250,37,1007.9,0,.01,,0,15
192,진주,2023-04-30 21:00,15.1,,1.5,200,46,1008.8,,,,0,13.6
192,진주,2023-04-30 22:00,15.2,,1.4,200,46,1009.4,,,,0,12.9
192,진주,2023-04-30 23:00,14.6,,2.9,200,49,1009.3,,,,0,12.3
192,진주,2023-05-01 00:00,14.1,,1.5,180,50,1009.5,,,,0,11.8
201,강화,2023-04-29 01:00,14.1,4.1,1.1,270,100,1006.5,,,,10,14
201,강화,2023-04-29 02:00,13.6,4.5,2.2,320,100,1005.4,,,,10,13.8
201,강화,2023-04-29 03:00,13.9,3.2,.9,320,100,1004.1,,,,10,13.8
201,강화,2023-04-29 04:00,13.7,1.9,.1,0,100,1003.1,,,,5,13.8
201,강화,2023-04-29 05:00,14.1,.2,1.8,270,100,1002.2,,,,10,13.9
201,강화,2023-04-29 06:00,13.9,,2,230,100,1001.5,0,,,9,13.9
201,강화,2023-04-29 07:00,13.5,,2.3,230,100,1001.5,0,,,7,14
201,강화,2023-04-29 08:00,13.6,.2,.8,340,100,1000.6,0,,,10,14.3
201,강화,2023-04-29 09:00,13.3,0,3,200,100,1000.7,0,,,10,13.9
201,강화,2023-04-29 10:00,11.9,2,2.8,250,100,1001.1,0,,,10,13
201,강화,2023-04-29 11:00,11.7,4.2,2.5,290,100,1000.2,0,,,10,13.9
201,강화,2023-04-29 12:00,11.2,.8,3.8,250,100,1000.9,0,,,10,13
201,강화,2023-04-29 13:00,12.5,.2,2.9,250,100,1000.5,0,,,10,16.1
201,강화,2023-04-29 14:00,14,,5.2,230,84,999.8,.6,,,7,21.6
201,강화,2023-04-29 15:00,14.2,,4.6,250,71,1000,.4,,,8,21.8
201,강화,2023-04-29 16:00,13.9,,4.3,290,65,1000.2,1,,,6,20.3
201,강화,2023-04-29 17:00,11.5,,5.4,230,75,1000.7,.2,,,9,15.2
201,강화,2023-04-29 18:00,10.5,,4.7,250,85,1000.3,0,,,8,12.8
201,강화,2023-04-29 19:00,9.7,,4.1,290,94,1000.8,0,,,10,11.5
201,강화,2023-04-29 20:00,9.7,,3.4,250,86,1001.8,0,,,7,10.7
201,강화,2023-04-29 21:00,9.4,,2.6,320,87,1002.8,,,,9,10.5
201,강화,2023-04-29 22:00,9.5,,2.1,320,89,1003.3,,,,9,10.5
201,강화,2023-04-29 23:00,9.1,,2.8,290,91,1003.7,,,,5,9.2
201,강화,2023-04-30 00:00,9,,2.6,320,85,1004,,,,6,8.5
201,강화,2023-04-30 01:00,8.5,,2.2,290,84,1004.4,,,,0,7.6
201,강화,2023-04-30 02:00,8.2,,1.5,290,86,1004.2,,,,0,7.2
201,강화,2023-04-30 03:00,7.6,,1.5,270,88,1003.9,,,,0,6.7
201,강화,2023-04-30 04:00,6.1,,2.1,320,100,1004,,,,0,6.4
201,강화,2023-04-30 05:00,6,,1.5,320,100,1004.7,,,,0,6.1
201,강화,2023-04-30 06:00,8,,2.2,320,91,1004.9,0,,,6,7.1
201,강화,2023-04-30 07:00,8.8,,1.7,320,85,1004.8,0,,,9,9.2
201,강화,2023-04-30 08:00,10.5,,1.8,320,80,1005.6,.2,,,8,13.1
201,강화,2023-04-30 09:00,11.1,,3.8,200,78,1006.3,.1,,,7,13.6
201,강화,2023-04-30 10:00,12,,3.6,230,77,1006.5,.5,,,7,18.3
201,강화,2023-04-30 11:00,13.2,,3.4,200,54,1006.4,.3,,,9,21.4
201,강화,2023-04-30 12:00,13.7,,3.1,320,49,1006.1,.5,,,9,19.8
201,강화,2023-04-30 13:00,14.2,,4.3,250,43,1005.6,.2,,,8,19
201,강화,2023-04-30 14:00,14.8,,4.3,200,42,1004.9,.1,,,8,17.6
201,강화,2023-04-30 15:00,14.1,,4,230,57,1004.4,.1,,,10,16.9
201,강화,2023-04-30 16:00,14.4,,3.6,230,67,1003.7,.5,,,8,19.4
201,강화,2023-04-30 17:00,12.6,,3.2,340,80,1004,.1,,,10,15
201,강화,2023-04-30 18:00,12.3,,3,270,83,1003.4,0,,,9,14.2
201,강화,2023-04-30 19:00,11.6,,2.5,340,91,1003.8,0,,,9,12.7
201,강화,2023-04-30 20:00,11.4,,2.6,250,95,1004.6,0,,,8,11.7
201,강화,2023-04-30 21:00,10.9,,3.4,340,98,1005.5,,,,6,10.6
201,강화,2023-04-30 22:00,10.4,,2.4,340,100,1006,,,,6,10
201,강화,2023-04-30 23:00,10.3,,2.5,340,100,1006.5,,,,8,10
201,강화,2023-05-01 00:00,10.1,,3.1,340,100,1007.1,,,,6,9.2
202,양평,2023-04-29 01:00,14.5,1.3,1.3,180,97,1007.4,,,,10,15.4
202,양평,2023-04-29 02:00,14.5,.1,.9,180,98,1006.4,,,,10,15.3
202,양평,2023-04-29 03:00,14.6,.6,.6,90,96,1005.2,,,,10,15.2
202,양평,2023-04-29 04:00,14.4,1.5,.6,200,97,1004.4,,,,10,15.1
202,양평,2023-04-29 05:00,14.5,.8,.8,180,98,1003.7,,,,10,15.1
202,양평,2023-04-29 06:00,14.5,.8,1.3,180,97,1002.7,0,,,10,15
202,양평,2023-04-29 07:00,14.6,.1,.5,110,97,1002.4,0,,,10,15.4
202,양평,2023-04-29 08:00,14.7,.1,1.4,140,95,1002.1,0,,,10,15.6
202,양평,2023-04-29 09:00,14.6,1.3,1.7,140,96,1001.3,0,,,10,15.6
202,양평,2023-04-29 10:00,15,.5,1.5,90,95,1000.9,0,,,10,16
202,양평,2023-04-29 11:00,15.5,.9,.7,70,95,1000.3,0,,,10,17.1
202,양평,2023-04-29 12:00,15.7,1.3,2.8,270,89,1000.3,0,,,10,16.9
202,양평,2023-04-29 13:00,14.9,2.1,1.1,270,91,1000.6,0,,,10,17
202,양평,2023-04-29 14:00,14.8,.2,.9,270,89,1000.2,0,,,10,16.4
202,양평,2023-04-29 15:00,14.1,,3.8,250,84,1000.1,0,,,9,17.6
202,양평,2023-04-29 16:00,13.9,,2.6,250,79,1000.6,0,,,10,16.8
202,양평,2023-04-29 17:00,14.3,,3.5,270,63,1000.9,.2,,,9,17.7
202,양평,2023-04-29 18:00,13.2,,3.9,270,64,1001.1,0,,,10,13.8
202,양평,2023-04-29 19:00,12.1,,2.6,250,68,1001.1,0,,,10,11.7
202,양평,2023-04-29 20:00,11.5,,4.5,270,73,1002,0,,,1,11
202,양평,2023-04-29 21:00,10.9,,2.6,270,73,1003.1,,,,8,10.8
202,양평,2023-04-29 22:00,10.5,,3,250,73,1003.5,,,,10,10.3
202,양평,2023-04-29 23:00,10.4,,3.1,250,73,1003.9,,,,10,10.1
202,양평,2023-04-30 00:00,10.4,,2.1,250,75,1004.1,,,,9,10.2
202,양평,2023-04-30 01:00,10.6,,1.9,250,75,1004.2,,,,0,9.8
202,양평,2023-04-30 02:00,10.5,,3,250,74,1004.2,,,,5,9.2
202,양평,2023-04-30 03:00,10.1,,2,250,73,1004.3,,,,7,8.5
202,양평,2023-04-30 04:00,9.6,,2.2,250,74,1004.4,,,,6,8.2
202,양평,2023-04-30 05:00,8.5,,.6,50,82,1004.6,,,,0,7.1
202,양평,2023-04-30 06:00,7.8,,.6,160,88,1005.4,0,,,0,6.4
202,양평,2023-04-30 07:00,8.1,,.8,70,87,1006.1,.4,,,6,8.5
202,양평,2023-04-30 08:00,9.7,,1,110,81,1006.7,.2,,,5,12.1
202,양평,2023-04-30 09:00,11.2,,1,50,71,1006.9,.6,,,7,17
202,양평,2023-04-30 10:00,13.6,,2.2,270,59,1007.2,.7,,,7,22.8
202,양평,2023-04-30 11:00,15.5,,2.8,250,53,1007.2,.3,,,7,25.2
202,양평,2023-04-30 12:00,16.5,,1.9,250,45,1006.4,.7,,,7,28.7
202,양평,2023-04-30 13:00,17.1,,2.4,270,39,1005.6,.8,,,7,26.4
202,양평,2023-04-30 14:00,18.3,,2.8,270,37,1005,.7,,,7,24.9
202,양평,2023-04-30 15:00,19.2,,1.9,320,35,1004.3,.8,,,8,27.1
202,양평,2023-04-30 16:00,19.2,,3.5,270,35,1003.9,1,,,7,23
202,양평,2023-04-30 17:00,18.5,,3.6,250,35,1004.1,.9,,,6,19.7
202,양평,2023-04-30 18:00,17.3,,2,270,40,1004,.4,,,6,15.9
202,양평,2023-04-30 19:00,16.7,,1.2,250,46,1004.1,0,,,8,14.4
202,양평,2023-04-30 20:00,15.8,,1.9,290,57,1005.1,0,,,9,13.3
202,양평,2023-04-30 21:00,14.8,,2,290,65,1006,,,,9,13
202,양평,2023-04-30 22:00,13.2,.2,2.3,340,81,1006.9,,,,10,12.9
202,양평,2023-04-30 23:00,12.8,.2,.6,50,83,1006.2,,,,9,12.2
202,양평,2023-05-01 00:00,11.7,,.4,0,85,1007.2,,,,7,11.1
203,이천,2023-04-29 01:00,14.9,,1,50,94,1003.1,,,,9,16
203,이천,2023-04-29 02:00,14.9,0,.3,0,94,1002.3,,,,10,15.7
203,이천,2023-04-29 03:00,14.5,1.3,.9,50,100,1001,,,,9,15.6
203,이천,2023-04-29 04:00,14.4,.2,.3,0,100,1000,,,,9,15.5
203,이천,2023-04-29 05:00,14.3,.2,.3,0,100,999.5,,,,10,15.3
203,이천,2023-04-29 06:00,14.2,.5,.9,50,100,998.6,0,,,10,15.2
203,이천,2023-04-29 07:00,14.4,.1,.4,0,100,998.3,0,,,10,15.6
203,이천,2023-04-29 08:00,14.7,,.7,20,100,998,0,,,10,16
203,이천,2023-04-29 09:00,15.6,.4,2.2,160,100,997.3,0,,,9,16.2
203,이천,2023-04-29 10:00,16.1,.3,1.7,180,99,996.7,0,,,10,16.7
203,이천,2023-04-29 11:00,17.1,.5,2.2,200,99,996.2,0,,,10,18.6
203,이천,2023-04-29 12:00,15.6,.1,2.3,230,95,996.4,0,,,10,17
203,이천,2023-04-29 13:00,14.5,.7,1.7,200,97,996.6,0,,,10,16.9
203,이천,2023-04-29 14:00,14.4,.2,2.2,200,95,996.1,0,,,10,16.3
203,이천,2023-04-29 15:00,13,.3,2.8,230,96,996.3,0,,,10,16.2
203,이천,2023-04-29 16:00,12.8,,2.6,230,78,997,0,,,10,15.9
203,이천,2023-04-29 17:00,12.8,,4.1,230,73,997.1,.2,,,10,17.4
203,이천,2023-04-29 18:00,12.2,,2.8,230,75,997.3,0,,,10,14.8
203,이천,2023-04-29 19:00,11.2,,2.5,230,77,997.5,0,,,10,12.8
203,이천,2023-04-29 20:00,10.9,,3.7,230,79,998.1,0,,,6,11.7
203,이천,2023-04-29 21:00,10.2,,2.1,230,80,999.2,,,,0,11.3
203,이천,2023-04-29 22:00,9.8,,2.3,200,77,999.8,,,,10,10.7
203,이천,2023-04-29 23:00,9.6,,2.2,200,80,1000,,,,10,10.4
203,이천,2023-04-30 00:00,9.4,,2.2,230,85,1000.2,,,,9,10.2
203,이천,2023-04-30 01:00,9.6,,2.3,200,83,1000.5,,,,0,9.9
203,이천,2023-04-30 02:00,9.3,,2.7,230,83,1000.5,,,,3,8.9
203,이천,2023-04-30 03:00,9.2,,1.5,200,83,1000.6,,,,8,9.1
203,이천,2023-04-30 04:00,8.3,,1.7,200,87,1000.6,,,,2,7.8
203,이천,2023-04-30 05:00,7.7,,1.4,200,89,1000.7,,,,0,6.9
203,이천,2023-04-30 06:00,7.7,,1.9,200,92,1001.4,0,,,2,6.9
203,이천,2023-04-30 07:00,8.7,,1.9,200,87,1002,0,,,0,8.6
203,이천,2023-04-30 08:00,10,,2.5,200,80,1002.4,.4,,,6,12.2
203,이천,2023-04-30 09:00,11.6,,2.3,200,72,1002.8,.8,,,6,18
203,이천,2023-04-30 10:00,13.3,,2,180,62,1003,1,,,6,23
203,이천,2023-04-30 11:00,15.1,,2.5,230,55,1003,.7,,,6,23.8
203,이천,2023-04-30 12:00,16.5,,2.4,180,52,1002.2,.8,,,7,30.4
203,이천,2023-04-30 13:00,18.6,,3.4,200,43,1001.4,.9,,,6,32.6
203,이천,2023-04-30 14:00,18.9,,3.1,200,39,1000.5,1,,,7,31.9
203,이천,2023-04-30 15:00,20.1,,3,230,39,1000,1,,,7,31.2
203,이천,2023-04-30 16:00,19.6,,4,230,34,999.8,1,,,7,28.8
203,이천,2023-04-30 17:00,18.9,,3.1,200,36,999.6,1,,,6,24.4
203,이천,2023-04-30 18:00,17.4,,2.7,230,43,999.8,.9,,,4,19.7
203,이천,2023-04-30 19:00,16.2,,1.9,200,55,1000.4,0,,,6,16.9
203,이천,2023-04-30 20:00,14.8,,1.7,230,61,1000.9,0,,,6,14.5
203,이천,2023-04-30 21:00,14.5,,1.6,270,64,1001.8,,,,9,14.2
203,이천,2023-04-30 22:00,13.7,,1.5,230,71,1002.5,,,,9,14.1
203,이천,2023-04-30 23:00,12.7,.1,.8,180,83,1002.7,,,,10,13.5
203,이천,2023-05-01 00:00,12.1,0,1.4,230,88,1003.2,,,,9,12.6
211,인제,2023-04-29 01:00,13.4,.4,.6,110,95,988.3,,,,7,14.4
211,인제,2023-04-29 02:00,13.3,.8,.4,0,97,987.6,,,,10,14.3
211,인제,2023-04-29 03:00,13.3,1,0,0,98,986.3,,,,10,14.2
211,인제,2023-04-29 04:00,13.3,1.9,.1,0,98,985.4,,,,10,14.1
211,인제,2023-04-29 05:00,13.3,1.8,.6,200,98,984.8,,,,10,14
211,인제,2023-04-29 06:00,13.4,1.3,.1,0,98,984,0,,,9,14.1
211,인제,2023-04-29 07:00,13.6,.3,.5,230,99,983.4,0,,,10,14.5
211,인제,2023-04-29 08:00,13.8,.4,1,230,98,983,0,,,10,14.7
211,인제,2023-04-29 09:00,14.7,.1,.4,0,97,981.4,0,,,10,16.7
211,인제,2023-04-29 10:00,14.9,1,1.8,180,95,980.8,0,,,10,15.8
211,인제,2023-04-29 11:00,15.3,2.5,2.2,180,93,980.5,0,,,10,15.4
211,인제,2023-04-29 12:00,15.9,1.4,3.2,180,89,979.6,0,,,10,15.4
211,인제,2023-04-29 13:00,15.9,2.4,3.1,200,86,979.5,0,,,10,16
211,인제,2023-04-29 14:00,15.2,.6,2.8,200,82,979.5,0,,,10,15.3
211,인제,2023-04-29 15:00,15.4,,3.1,180,83,978.8,0,,,10,16.1
211,인제,2023-04-29 16:00,15.8,,4.6,180,75,978.2,0,,,8,15.7
211,인제,2023-04-29 17:00,15.1,,4.3,180,67,978.8,0,,,8,14.6
211,인제,2023-04-29 18:00,14,,3.9,200,63,979.4,0,,,8,12.9
211,인제,2023-04-29 19:00,13,,5.2,180,62,979.2,0,,,10,11.1
211,인제,2023-04-29 20:00,12.3,,4.8,180,64,980,0,,,9,10.3
211,인제,2023-04-29 21:00,11.8,,4.1,180,64,980.8,,,,0,9.9
211,인제,2023-04-29 22:00,11.4,,5.3,200,64,981.6,,,,4,9.6
211,인제,2023-04-29 23:00,10.9,,3.7,180,68,982.2,,,,10,9.5
211,인제,2023-04-30 00:00,10.6,,3.7,180,71,982.2,,,,10,9.4
211,인제,2023-04-30 01:00,10.5,,2.7,230,70,982.3,,,,10,9.3
211,인제,2023-04-30 02:00,10.4,,4.5,180,69,982.4,,,,0,8.8
211,인제,2023-04-30 03:00,10.1,,3.2,200,69,982.5,,,,6,8.2
211,인제,2023-04-30 04:00,9.5,,2.6,200,71,982.6,,,,0,7.2
211,인제,2023-04-30 05:00,9,,3.7,180,72,983.3,,,,7,6.6
211,인제,2023-04-30 06:00,8.6,,3.8,200,73,983.9,0,,,0,6.5
211,인제,2023-04-30 07:00,9.4,,4.4,180,68,984.5,.5,,,0,7.7
211,인제,2023-04-30 08:00,10.5,,4.5,180,61,984.8,1,,,0,12.3
211,인제,2023-04-30 09:00,11.8,,4.6,180,59,985.2,1,,,0,16
211,인제,2023-04-30 10:00,13.3,,4.4,180,50,985.3,1,,,1,19.1
211,인제,2023-04-30 11:00,15.2,,3.9,180,40,985.3,1,,,3,22
211,인제,2023-04-30 12:00,15.9,,4.4,200,46,985.5,.9,,,7,23.9
211,인제,2023-04-30 13:00,15.5,,3.9,180,44,984.9,.5,,,6,18.7
211,인제,2023-04-30 14:00,15.6,,3.6,180,43,984.8,.2,,,9,16.5
211,인제,2023-04-30 15:00,15.8,,3.6,180,41,984.9,0,,,9,17
211,인제,2023-04-30 16:00,15.7,,1.3,200,44,984.7,.1,,,9,16.4
211,인제,2023-04-30 17:00,14.5,,1,340,53,984.8,0,,,8,14.6
211,인제,2023-04-30 18:00,14.8,,.8,340,53,984.6,0,,,8,14.7
211,인제,2023-04-30 19:00,14.7,,1,200,51,984.4,0,,,5,12.3
211,인제,2023-04-30 20:00,11.5,,.2,0,70,984.8,0,,,5,11
211,인제,2023-04-30 21:00,11.8,,.3,0,70,985.5,,,,6,11.1
211,인제,2023-04-30 22:00,14.3,,3.6,180,52,985.8,,,,10,10.6
211,인제,2023-04-30 23:00,13.2,,2.3,180,56,986.5,,,,9,10.1
211,인제,2023-05-01 00:00,12.3,,2.7,200,65,986.7,,,,7,9.7
212,홍천,2023-04-29 01:00,14.2,.3,.8,20,94,995.7,,,,9,14.6
212,홍천,2023-04-29 02:00,14.2,.7,.6,110,96,995,,,,10,14.5
212,홍천,2023-04-29 03:00,13.9,.4,.4,0,96,993.7,,,,10,14.2
212,홍천,2023-04-29 04:00,13.9,.7,.5,110,96,992.8,,,,10,14.1
212,홍천,2023-04-29 05:00,13.8,1,.1,0,97,992.2,,,,10,14
212,홍천,2023-04-29 06:00,13.7,.6,.7,50,97,991.2,0,,,10,13.9
212,홍천,2023-04-29 07:00,13.8,.1,.1,0,96,991.1,0,,,10,14.1
212,홍천,2023-04-29 08:00,14,0,0,0,96,990.6,0,,,10,14.3
212,홍천,2023-04-29 09:00,14.2,.2,0,0,96,989.3,0,,,10,14.8
212,홍천,2023-04-29 10:00,14.3,.9,.9,270,97,989,0,,,10,14.8
212,홍천,2023-04-29 11:00,14.8,3.5,0,0,98,988.3,0,,,10,15.2
212,홍천,2023-04-29 12:00,16.1,.4,1.9,250,93,987.6,0,,,10,15.9
212,홍천,2023-04-29 13:00,15.1,3.6,2.9,270,92,988.1,0,,,10,15
212,홍천,2023-04-29 14:00,15,1.2,.5,290,91,987.5,0,,,10,15.7
212,홍천,2023-04-29 15:00,15.8,,2.1,230,83,987,0,,,10,18
212,홍천,2023-04-29 16:00,15.1,,3.1,250,79,987.4,.1,,,10,18
212,홍천,2023-04-29 17:00,13.8,0,3,270,77,988.2,0,,,10,15.8
212,홍천,2023-04-29 18:00,13.5,,2.3,250,61,988.4,0,,,9,14.4
212,홍천,2023-04-29 19:00,12.4,,2.2,230,64,988.6,0,,,9,12.4
212,홍천,2023-04-29 20:00,11.7,,2.8,250,69,989.1,0,,,9,11.5
212,홍천,2023-04-29 21:00,11.1,,2.2,230,73,990.1,,,,6,11.1
212,홍천,2023-04-29 22:00,10.5,0,1.9,250,74,990.7,,,,6,10.8
212,홍천,2023-04-29 23:00,10.2,,2.1,250,75,991.4,,,,9,10.5
212,홍천,2023-04-30 00:00,9.9,,1.6,250,74,991.6,,,,10,10.2
212,홍천,2023-04-30 01:00,9.8,,2.7,230,75,991.7,,,,2,9.9
212,홍천,2023-04-30 02:00,9.7,,1.8,250,76,991.7,,,,0,9.5
212,홍천,2023-04-30 03:00,9.4,,2.8,250,77,991.6,,,,8,8.6
212,홍천,2023-04-30 04:00,8.9,,1.6,250,76,991.7,,,,6,7.8
212,홍천,2023-04-30 05:00,8.5,,1.6,250,77,991.9,,,,4,7.3
212,홍천,2023-04-30 06:00,7.7,,.9,230,82,992.6,0,,,1,7
212,홍천,2023-04-30 07:00,8.8,,.5,70,77,993.3,.5,,,0,7.7
212,홍천,2023-04-30 08:00,10.7,,2.2,230,66,993.7,1,,,0,10
212,홍천,2023-04-30 09:00,12.1,,2.8,230,59,994.1,1,,,0,15.4
212,홍천,2023-04-30 10:00,13.3,,2.3,270,57,994.4,1,,,6,20.3
212,홍천,2023-04-30 11:00,14.2,,2.6,250,54,994.5,.8,,,1,21.7
212,홍천,2023-04-30 12:00,15.9,,2.6,230,51,994.3,.4,,,7,21.8
212,홍천,2023-04-30 13:00,16.3,,3.2,200,40,993.4,.3,,,7,20
212,홍천,2023-04-30 14:00,17.2,,2.5,250,40,993.1,.2,,,9,22.1
212,홍천,2023-04-30 15:00,16.8,,1.6,320,41,992.5,.3,,,10,19.2
212,홍천,2023-04-30 16:00,17.9,,2.3,250,37,992.1,.3,,,8,20.4
212,홍천,2023-04-30 17:00,17.7,,2.3,320,38,992,.7,,,5,19.4
212,홍천,2023-04-30 18:00,16.8,,1.1,290,43,992.1,.4,,,1,16.3
212,홍천,2023-04-30 19:00,16.3,,.7,230,45,992.2,0,,,6,14.5
212,홍천,2023-04-30 20:00,15,0,4,270,51,993.3,0,,,9,13
212,홍천,2023-04-30 21:00,14.2,0,1.9,250,61,994.3,,,,10,12.5
212,홍천,2023-04-30 22:00,12.3,.2,1.2,250,76,994.8,,,,7,12
212,홍천,2023-04-30 23:00,11.7,.6,1.2,270,73,994.5,,,,10,11.3
212,홍천,2023-05-01 00:00,9.4,,1.1,180,90,995,,,,7,10.1
216,태백,2023-04-29 01:00,14.9,,2,200,68,930,,,,9,12.4
216,태백,2023-04-29 02:00,14.5,,4.9,200,71,929.3,,,,10,12.5
216,태백,2023-04-29 03:00,14.3,,3.3,230,72,928.7,,,,9,12.5
216,태백,2023-04-29 04:00,13.9,,1.7,200,74,927.6,,,,10,12.1
216,태백,2023-04-29 05:00,12.9,.2,.9,230,87,926.8,,,,9,11.9
216,태백,2023-04-29 06:00,11.8,.7,.7,180,94,926.7,0,,,10,11.9
216,태백,2023-04-29 07:00,11.8,2.8,.1,0,98,926.3,0,,,10,12.4
216,태백,2023-04-29 08:00,12.4,.7,1,250,98,925.5,0,,,8,13.7
216,태백,2023-04-29 09:00,13,1,.1,0,98,924.6,0,,,9,15.4
216,태백,2023-04-29 10:00,15,.2,4,230,83,923.8,0,,,8,17.9
216,태백,2023-04-29 11:00,14.7,,3.7,230,81,923,.2,,,9,16.6
216,태백,2023-04-29 12:00,15.9,,3.9,230,70,922.2,.1,,,10,18.6
216,태백,2023-04-29 13:00,16.5,,3.7,250,71,921.3,.2,,,9,20.3
216,태백,2023-04-29 14:00,15,.1,3.2,250,80,920.9,.3,,,10,19.5
216,태백,2023-04-29 15:00,14.2,1,2.1,250,79,920.8,.4,,,10,20.4
216,태백,2023-04-29 16:00,13.5,,3.5,250,69,920.3,.8,,,9,18.2
216,태백,2023-04-29 17:00,12.8,,4.3,230,69,920,0,,,10,14.7
216,태백,2023-04-29 18:00,12.1,,4.1,230,63,920.1,0,,,9,12.6
216,태백,2023-04-29 19:00,10.3,,2.4,290,62,920.8,0,,,9,10.1
216,태백,2023-04-29 20:00,8.2,,1.2,230,65,921.5,0,,,8,8.4
216,태백,2023-04-29 21:00,7.3,,3.3,230,67,921.6,,,,8,6.5
216,태백,2023-04-29 22:00,7.4,,3.5,230,67,921.5,,,,4,6.1
216,태백,2023-04-29 23:00,6.9,,2.4,200,72,921.3,,,,10,5.4
216,태백,2023-04-30 00:00,6.5,,1.5,290,71,921.8,,,,2,4.7
216,태백,2023-04-30 01:00,5.7,,1.7,230,74,922.1,,,,4,4.3
216,태백,2023-04-30 02:00,5.6,,2,160,73,922.1,,,,5,3.6
216,태백,2023-04-30 03:00,5.9,,1.9,320,66,922.5,,,,1,3.2
216,태백,2023-04-30 04:00,5.8,,1.4,290,64,922.9,,,,0,2.9
216,태백,2023-04-30 05:00,5.8,,1.3,250,60,923.3,,,,0,2.5
216,태백,2023-04-30 06:00,6.3,,1.3,230,52,923.5,0,,,0,2.5
216,태백,2023-04-30 07:00,7,,2.4,230,46,924,.2,,,0,3.9
216,태백,2023-04-30 08:00,9.5,,2.3,230,39,924.7,1,,,1,11.5
216,태백,2023-04-30 09:00,11,,2.2,250,39,924.7,1,,,2,17.4
216,태백,2023-04-30 10:00,12.2,,2.2,270,41,925.3,1,,,0,23.3
216,태백,2023-04-30 11:00,13.2,,2.2,270,42,926,1,,,0,28.7
216,태백,2023-04-30 12:00,13.5,,2.2,270,39,926,1,,,0,32.1
216,태백,2023-04-30 13:00,14.1,,2.6,270,40,925.7,1,,,0,32.4
216,태백,2023-04-30 14:00,14.9,,1.9,230,37,925.6,1,,,5,32.4
216,태백,2023-04-30 15:00,15.1,,1.9,250,34,925.5,1,,,5,30.5
216,태백,2023-04-30 16:00,15.3,,2.8,250,33,925.3,1,,,2,25.9
216,태백,2023-04-30 17:00,14.8,,3.2,250,34,925.3,.8,,,2,18.2
216,태백,2023-04-30 18:00,14,,2.7,250,34,925.5,0,,,0,13.8
